BPE 2016 - Base permanente des équipements : commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 11/07/2016       Géographie au 01/01/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"©Insee       Source(s) : Insee, Base permanente des équipements 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code IRIS,Libellé IRIS,COM,Libellé commune ou ARM,Région,Département,Hypermarché,Supermarché,Grande surface de bricolage,Supérette,Epicerie,Boulangerie,Boucherie charcuterie,Produits surgelés,Poissonnerie,Librairie papeterie journaux,Magasin de vêtements,Magasin d'équipements du foyer,Magasin de chaussures,Magasin d'électroménager et de matériel audio-vidéo,Magasin de meubles,Magasin d'articles de sports et de loisirs,Magasin de revêtements murs et sols,Droguerie quincaillerie bricolage,Parfumerie,Horlogerie Bijouterie,Fleuriste,Magasin d'optique,Magasin de matériel médical et orthopédique,Station service
IRIS,LIB_IRIS,COM,LIB_COM,REG,DEP,NB_B101,NB_B102,NB_B103,NB_B201,NB_B202,NB_B203,NB_B204,NB_B205,NB_B206,NB_B301,NB_B302,NB_B303,NB_B304,NB_B305,NB_B306,NB_B307,NB_B308,NB_B309,NB_B310,NB_B311,NB_B312,NB_B313,NB_B315,NB_B316
950630107,Val Sud,95063,Bezons,11,95,0,0,1,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950630108,Chene Ouest,95063,Bezons,11,95,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
950630109,Chene Est,95063,Bezons,11,95,0,1,0,0,2,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
950630110,Centre,95063,Bezons,11,95,0,2,0,1,3,3,2,0,0,2,3,2,1,0,0,0,0,1,0,1,1,3,2,0
950630111,Nouveau Bezons,95063,Bezons,11,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
95063ZZZZ,Non localisé à l'iris,95063,Bezons,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
951270101,Clairieres-Chateaux-Zone Agricole,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
951270102,Touleuses-Bocages,95127,Cergy,11,95,0,0,0,1,2,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951270103,Plants-Iufm,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951270104,Prefecture,95127,Cergy,11,95,1,0,0,0,4,2,1,0,1,4,62,1,13,3,0,4,0,0,7,8,1,11,0,0
951270105,Chemin Dupuis-Paradis,95127,Cergy,11,95,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
951270106,Port Ham-Village,95127,Cergy,11,95,0,0,0,1,1,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0
951270107,Croix Petit-Chenes d'Or,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951270109,Cite Artisanale-Chauffours,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
951270110,Reste des Chenes-Le Ponceau,95127,Cergy,11,95,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
951270111,Les Linandes,95127,Cergy,11,95,0,1,0,0,3,2,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
951270112,Justice-Heuruelles,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
951270113,La Sebille,95127,Cergy,11,95,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
951270114,Les Terrasses-Axe Majeur-Lauterne,95127,Cergy,11,95,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0
951270115,Les Genottes,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951270116,Verger-Belle Epine,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
951270117,Petit Albi,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
951270118,Bastide-Horloge,95127,Cergy,11,95,0,1,0,2,5,4,2,0,1,3,3,0,0,1,2,0,0,0,0,0,1,1,0,0
951270119,Parc Saint-Christophe,95127,Cergy,11,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951270120,Chat Perche Nord,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
951270121,Chat Perche Sud,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951270122,Le Gros Caillou,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0
951270123,Le Terroir,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
951270125,Enclos-Bois Lapelote,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951270127,Le Bontemps,95127,Cergy,11,95,0,1,0,1,0,3,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
951270130,Le Point du Jour-Centre Gare,95127,Cergy,11,95,0,2,0,0,2,4,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,3,0,0
951270132,Le Hazay-Les Essarts,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95127ZZZZ,Non localisé à l'iris,95127,Cergy,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
951760101,Haut et Centre,95176,Cormeilles-en-Parisis,11,95,0,1,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0
951760102,Emy Les Pres,95176,Cormeilles-en-Parisis,11,95,0,0,0,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0
951760103,Carriere-Bois Rochefort,95176,Cormeilles-en-Parisis,11,95,0,2,1,0,0,1,0,0,0,0,5,3,1,1,2,1,0,0,1,0,2,1,0,0
951760104,Les Champs Guillaume,95176,Cormeilles-en-Parisis,11,95,0,0,0,0,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
951760105,Alsace Lorraine,95176,Cormeilles-en-Parisis,11,95,0,1,0,1,1,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0,2,1,0,0
951760106,Val d'Or,95176,Cormeilles-en-Parisis,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
95176ZZZZ,Non localisé à l'iris,95176,Cormeilles-en-Parisis,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
951970101,Centre-Cote,95197,Deuil-la-Barre,11,95,0,1,0,0,1,5,1,0,0,0,3,1,0,2,1,0,0,0,1,0,2,1,1,0
951970102,Lac Marchais-Blancport,95197,Deuil-la-Barre,11,95,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
951970103,Deuil-Montmagny,95197,Deuil-la-Barre,11,95,0,0,0,0,3,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
951970104,Mortefontaines,95197,Deuil-la-Barre,11,95,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951970105,Le Moutier,95197,Deuil-la-Barre,11,95,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
951970106,Galathee,95197,Deuil-la-Barre,11,95,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
951970107,Galathee Centre,95197,Deuil-la-Barre,11,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
951970108,Barre-Ormesson,95197,Deuil-la-Barre,11,95,0,0,0,1,2,2,2,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0
951970109,Les Presles,95197,Deuil-la-Barre,11,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0
95197ZZZZ,Non localisé à l'iris,95197,Deuil-la-Barre,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
951990101,Le Lycee,95199,Domont,11,95,0,0,1,0,0,1,2,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0
951990102,Le Marche,95199,Domont,11,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
951990103,Vieux Village,95199,Domont,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
951990104,Les Coquelicots,95199,Domont,11,95,0,1,0,0,1,3,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,3,0,0
951990105,Bas Domont,95199,Domont,11,95,0,0,0,0,2,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
951990106,Haut Domont-Plaine des Cercelets,95199,Domont,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
951990107,Quartier d'Ombreval,95199,Domont,11,95,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95199ZZZZ,Non localisé à l'iris,95199,Domont,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
952030101,Les Callais,95203,Eaubonne,11,95,0,0,0,0,1,1,1,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,2,0
952030102,l'Alliance,95203,Eaubonne,11,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
952030103,Le Parc du Chateau,95203,Eaubonne,11,95,0,1,0,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0
952030104,Les Robinettes,95203,Eaubonne,11,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952030105,La Cerisaie,95203,Eaubonne,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952030106,l'Orangerie-Centre Ville,95203,Eaubonne,11,95,0,0,0,0,2,3,1,0,0,1,5,0,0,0,1,1,0,1,2,0,1,2,1,0
952030107,Les Franchises,95203,Eaubonne,11,95,0,0,0,0,1,2,2,0,0,3,0,1,0,1,0,0,0,0,1,0,3,0,0,0
952030108,Les Dures Terres,95203,Eaubonne,11,95,0,0,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
952030109,La Grille Doree,95203,Eaubonne,11,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952030110,Le Bois du Luat,95203,Eaubonne,11,95,0,2,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
95203ZZZZ,Non localisé à l'iris,95203,Eaubonne,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
952100101,Quartier Nord Residentiel,95210,Enghien-les-Bains,11,95,0,2,0,0,3,3,0,0,0,1,14,2,3,3,2,0,1,1,1,0,4,0,2,0
952100201,Centre Ville-Commerce,95210,Enghien-les-Bains,11,95,0,0,0,0,2,8,1,1,0,6,63,1,10,2,1,0,0,1,5,3,2,7,2,0
952100301,Residentiel-Place Verdun,95210,Enghien-les-Bains,11,95,0,0,0,1,0,1,2,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0
952100401,Residentiel-Barre d'Ormesson,95210,Enghien-les-Bains,11,95,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
952100501,Centre Ville-Tour du Lac,95210,Enghien-les-Bains,11,95,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0
95210ZZZZ,Non localisé à l'iris,95210,Enghien-les-Bains,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952180101,Le Village-Les Pres,95218,Éragny,11,95,0,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0
952180102,Le Bois-La Danne-La Marne,95218,Éragny,11,95,0,0,0,0,1,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,0,0,0
952180103,La Butte-Le Grillon-Hautes Bornes,95218,Éragny,11,95,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
952180104,Les 10 Arpents-Le Sud,95218,Éragny,11,95,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
952180105,Bornes aux Dames-Les Fonds-Longues Raies,95218,Éragny,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
952180106,La Cavee-La Challe,95218,Éragny,11,95,0,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0
952180107,Chemin Vert-Pincevents-La Roniere,95218,Éragny,11,95,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
952180108,Eragny Parc-Le Manege,95218,Éragny,11,95,0,1,1,0,0,2,0,0,0,1,0,5,0,2,2,1,3,0,2,4,1,4,0,0
95218ZZZZ,Non localisé à l'iris,95218,Éragny,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
952190101,Delacroix,95219,Ermont,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
952190102,Grande Tour,95219,Ermont,11,95,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952190103,Renoir,95219,Ermont,11,95,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952190201,Carreaux Glatignies,95219,Ermont,11,95,1,0,0,0,0,0,0,0,0,1,7,0,1,0,0,0,0,1,1,1,0,1,0,0
952190202,Les Passerelles,95219,Ermont,11,95,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952190301,Ermont-Eaubonne,95219,Ermont,11,95,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
952190401,Cernay,95219,Ermont,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952190501,Les Esperances,95219,Ermont,11,95,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952190601,Jules Ferry,95219,Ermont,11,95,0,2,0,0,2,0,0,0,0,0,8,3,1,1,2,1,0,1,0,0,4,6,1,0
952190701,Centre Ville,95219,Ermont,11,95,0,1,0,0,2,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0
952190702,Ancien Centre Ville,95219,Ermont,11,95,0,0,0,1,0,4,1,1,0,1,4,1,0,0,1,0,0,1,0,1,1,1,0,0
952190801,Gros Noyer,95219,Ermont,11,95,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95219ZZZZ,Non localisé à l'iris,95219,Ermont,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
952520101,Gare,95252,Franconville,11,95,0,0,0,0,3,2,1,0,0,2,2,0,0,0,0,0,0,0,1,0,2,1,0,0
952520102,Jules Cesar,95252,Franconville,11,95,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952520103,Mare des Noues,95252,Franconville,11,95,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
952520104,Orme Saint-Edme,95252,Franconville,11,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
952520105,Bel Air,95252,Franconville,11,95,0,1,0,1,1,2,1,0,0,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0
952520106,Cadet de Vaux,95252,Franconville,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
952520107,Les Coteaux,95252,Franconville,11,95,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
952520108,l'Epine Guyon,95252,Franconville,11,95,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
952520109,Mondetour,95252,Franconville,11,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952520110,Poirier du Roi Mondetour,95252,Franconville,11,95,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
952520111,Source Bruyere,95252,Franconville,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
952520112,Fontaine Bertin,95252,Franconville,11,95,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
952520113,Lucas-Claude Bonne,95252,Franconville,11,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
952520114,La Garenciere,95252,Franconville,11,95,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
952520115,Colline St-Marc-Rinvals,95252,Franconville,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
952520116,Montfrais Eboulures,95252,Franconville,11,95,1,1,0,0,0,3,1,1,0,1,75,4,11,1,3,3,0,0,2,2,1,4,0,0
95252ZZZZ,Non localisé à l'iris,95252,Franconville,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
952680101,Les Doucettes,95268,Garges-lès-Gonesse,11,95,0,2,0,0,4,1,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0
952680102,Centre Ville 1,95268,Garges-lès-Gonesse,11,95,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952680103,Basses Bauves,95268,Garges-lès-Gonesse,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952680104,Dame Blanche Nord 1,95268,Garges-lès-Gonesse,11,95,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
952680105,Dame Blanche Nord 2,95268,Garges-lès-Gonesse,11,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
952680106,Dame Blanche Ouest 1,95268,Garges-lès-Gonesse,11,95,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
952680107,Dame Blanche Ouest 2,95268,Garges-lès-Gonesse,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952680108,Dame Blanche Ouest 3,95268,Garges-lès-Gonesse,11,95,0,0,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0
952680109,La Lutece,95268,Garges-lès-Gonesse,11,95,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
952680110,Barbusse,95268,Garges-lès-Gonesse,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952680111,Dame Blanche Nord 3,95268,Garges-lès-Gonesse,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952680112,Carnot,95268,Garges-lès-Gonesse,11,95,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952680113,Vieux Pays,95268,Garges-lès-Gonesse,11,95,0,1,0,0,2,2,3,0,0,0,3,0,3,0,1,0,0,1,0,0,1,1,0,0
952680114,Centre Ville 2,95268,Garges-lès-Gonesse,11,95,0,1,0,0,5,3,7,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
952680115,La Muette,95268,Garges-lès-Gonesse,11,95,1,0,0,0,0,0,3,0,0,0,12,0,0,1,3,0,0,0,1,1,1,3,1,0
95268ZZZZ,Non localisé à l'iris,95268,Garges-lès-Gonesse,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
952770101,Square des Sports,95277,Gonesse,11,95,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952770102,Square du Nord,95277,Gonesse,11,95,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
952770103,Square La Garenne,95277,Gonesse,11,95,0,1,0,0,2,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0
952770201,Les Marronniers,95277,Gonesse,11,95,0,0,0,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
952770202,La Grande Vallee Nord,95277,Gonesse,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952770301,Saint-Blin Orliparc,95277,Gonesse,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952770302,Saint-Blin Tulipe,95277,Gonesse,11,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952770303,Madeleine-Le Vignois,95277,Gonesse,11,95,1,0,1,1,1,2,1,1,0,1,5,0,1,0,1,0,0,0,2,0,1,3,0,0
952770401,Centre Nord,95277,Gonesse,11,95,0,0,1,2,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
952770402,Centre Ville,95277,Gonesse,11,95,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
952770403,Centre Est et Sud,95277,Gonesse,11,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,1,1,0,0
952770501,Zone Industrielle,95277,Gonesse,11,95,0,0,1,0,0,4,0,0,0,1,59,3,10,2,6,4,1,1,1,1,0,1,0,0
95277ZZZZ,Non localisé à l'iris,95277,Gonesse,11,95,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5
952800101,Coteaux Cottage,95280,Goussainville,11,95,0,0,1,1,2,2,2,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0
952800102,Centre Ville,95280,Goussainville,11,95,0,1,2,0,6,4,1,0,0,2,4,1,0,1,0,0,0,1,1,0,2,4,1,0
952800103,Renaissance,95280,Goussainville,11,95,0,0,1,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0
952800104,Grenelle-Le Bois des Garennes,95280,Goussainville,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952800105,Grandes Bornes Sud,95280,Goussainville,11,95,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
952800106,Chapelle Clignancourt Buttes Chaumont,95280,Goussainville,11,95,0,0,0,0,3,3,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
952800107,Ampere Buttes aux Oies,95280,Goussainville,11,95,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
952800108,Demoiselles-Grand Pre-Gare,95280,Goussainville,11,95,0,0,0,0,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
952800109,Vallee du Crould-Village Talmouse,95280,Goussainville,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
952800110,Pont de la Breche-Charles de Gaulle,95280,Goussainville,11,95,1,2,1,0,3,1,3,0,0,1,8,0,2,0,0,0,0,0,0,2,1,1,0,0
952800111,Grandes Bornes Nord,95280,Goussainville,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95280ZZZZ,Non localisé à l'iris,95280,Goussainville,11,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
953060101,Les Bellevues-Les Buttes Blanches,95306,Herblay,11,95,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953060102,Les Courlains-Les Cailloux Gris,95306,Herblay,11,95,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
953060103,La Plaine-Les Chenes-Sud A15,95306,Herblay,11,95,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
953060104,La Patte d'Oie-Les Copistes,95306,Herblay,11,95,0,2,0,1,2,1,0,0,0,0,12,8,1,2,17,9,1,5,0,0,1,2,0,0
953060105,Centre Ville,95306,Herblay,11,95,0,1,0,0,1,6,4,0,1,0,1,1,2,0,0,0,0,0,0,0,3,1,1,0
953060106,La Tournade,95306,Herblay,11,95,0,1,0,0,4,1,1,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,0,0
953060107,l'Orme Macaire,95306,Herblay,11,95,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953060108,Les Naquettes-Les Bournouviers,95306,Herblay,11,95,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
953060109,Le Val d'Herblay,95306,Herblay,11,95,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
95306ZZZZ,Non localisé à l'iris,95306,Herblay,11,95,0,0,1,0,0,1,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,3
953130101,Rives de l'Oise,95313,L'Isle-Adam,11,95,0,1,0,0,2,5,1,0,0,1,12,2,3,0,0,1,0,2,1,2,4,2,1,0
953130102,La Faisanderie,95313,L'Isle-Adam,11,95,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,0,1,0,0,1,0,1,0
953130103,Nogent-Cassan,95313,L'Isle-Adam,11,95,0,1,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
953130104,La Garenne,95313,L'Isle-Adam,11,95,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0
953130105,Le Haut de l'ISLE-Adam,95313,L'Isle-Adam,11,95,1,0,0,0,0,1,2,1,0,1,23,2,5,1,2,1,0,0,4,3,1,5,1,0
95313ZZZZ,Non localisé à l'iris,95313,L'Isle-Adam,11,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
953230101,Ecancourt,95323,Jouy-le-Moutier,11,95,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
