BPE 2016 - Base permanente des équipements : commerce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IRIS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mise en ligne le 11/07/2016       Géographie au 01/01/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"©Insee       Source(s) : Insee, Base permanente des équipements 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Code IRIS,Libellé IRIS,COM,Libellé commune ou ARM,Région,Département,Hypermarché,Supermarché,Grande surface de bricolage,Supérette,Epicerie,Boulangerie,Boucherie charcuterie,Produits surgelés,Poissonnerie,Librairie papeterie journaux,Magasin de vêtements,Magasin d'équipements du foyer,Magasin de chaussures,Magasin d'électroménager et de matériel audio-vidéo,Magasin de meubles,Magasin d'articles de sports et de loisirs,Magasin de revêtements murs et sols,Droguerie quincaillerie bricolage,Parfumerie,Horlogerie Bijouterie,Fleuriste,Magasin d'optique,Magasin de matériel médical et orthopédique,Station service
IRIS,LIB_IRIS,COM,LIB_COM,REG,DEP,NB_B101,NB_B102,NB_B103,NB_B201,NB_B202,NB_B203,NB_B204,NB_B205,NB_B206,NB_B301,NB_B302,NB_B303,NB_B304,NB_B305,NB_B306,NB_B307,NB_B308,NB_B309,NB_B310,NB_B311,NB_B312,NB_B313,NB_B315,NB_B316
331620104,Vigean,33162,Eysines,75,33,0,0,0,1,0,1,0,1,0,2,1,0,0,0,0,1,0,1,0,0,1,1,2,0
331620105,Derby,33162,Eysines,75,33,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
331620106,Grand Louis,33162,Eysines,75,33,0,0,1,1,0,1,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0
331620107,Migron,33162,Eysines,75,33,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33162ZZZZ,Non localisé à l'iris,33162,Eysines,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
331670101,La Souys,33167,Floirac,75,33,0,0,1,0,4,1,2,1,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0
331670102,Gambetta,33167,Floirac,75,33,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
331670103,Gravette,33167,Floirac,75,33,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
331670104,Coteaux,33167,Floirac,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
331670108,La Maregue Etendu,33167,Floirac,75,33,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0
331670109,Rebedech,33167,Floirac,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
331670110,Plateaux,33167,Floirac,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
33167ZZZZ,Non localisé à l'iris,33167,Floirac,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331920101,Zone d'Activite Bersol,33192,Gradignan,75,33,0,2,1,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,1,0
331920102,Saint-Gery,33192,Gradignan,75,33,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0
331920103,Malartic,33192,Gradignan,75,33,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
331920104,Beausoleil,33192,Gradignan,75,33,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,2,0,0,0
331920105,Loustalot,33192,Gradignan,75,33,0,0,0,0,0,3,2,0,1,0,1,0,1,0,0,2,0,0,1,1,2,5,1,0
331920106,Moulineau,33192,Gradignan,75,33,0,3,0,0,0,4,2,1,0,4,2,3,0,0,1,0,0,0,1,0,1,0,2,0
331920107,Le Brandier,33192,Gradignan,75,33,0,1,2,0,0,1,1,0,0,0,1,0,0,0,3,2,0,0,0,0,1,1,2,0
331920108,Ornon,33192,Gradignan,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0,1,0
331920110,Naudet,33192,Gradignan,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331920111,Brannes,33192,Gradignan,75,33,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
33192ZZZZ,Non localisé à l'iris,33192,Gradignan,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
331990101,La Hume,33199,Gujan-Mestras,75,33,0,0,0,1,0,2,1,0,1,1,2,1,0,0,2,0,0,0,0,0,2,1,0,0
331990102,Meyran,33199,Gujan-Mestras,75,33,0,0,0,0,0,2,1,0,0,2,1,0,0,1,1,1,0,0,1,0,1,0,0,0
331990103,Centre Ville,33199,Gujan-Mestras,75,33,0,1,0,0,0,5,1,0,5,1,2,1,1,0,1,0,0,1,0,0,3,2,1,0
331990104,Mestras,33199,Gujan-Mestras,75,33,0,0,0,0,0,1,1,0,1,0,0,3,0,1,0,1,0,0,0,0,1,1,0,0
331990105,Chante Cigale,33199,Gujan-Mestras,75,33,0,2,1,0,1,0,0,1,0,0,12,2,2,1,2,2,0,3,1,0,2,1,0,0
33199ZZZZ,Non localisé à l'iris,33199,Gujan-Mestras,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
332000101,Baraillot,33200,Le Haillan,75,33,0,0,1,0,0,1,0,0,0,1,1,1,0,1,3,1,0,0,0,0,0,0,0,0
332000102,Bechade,33200,Le Haillan,75,33,0,1,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0
332000103,Miotte,33200,Le Haillan,75,33,0,0,0,1,1,4,1,0,0,1,0,0,0,1,1,0,0,2,3,0,6,2,0,0
332000104,Gasquet,33200,Le Haillan,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33200ZZZZ,Non localisé à l'iris,33200,Le Haillan,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
332430101,Condat,33243,Libourne,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
332430102,Montaudon,33243,Libourne,75,33,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,0,2,0
332430103,La Bastide,33243,Libourne,75,33,0,1,0,1,4,7,11,0,1,4,40,4,15,3,1,1,0,4,4,3,6,9,2,0
332430104,Carre-Le-Verdet,33243,Libourne,75,33,1,1,1,1,0,0,1,1,0,2,15,1,3,2,7,3,1,1,1,4,2,2,0,0
332430105,La Gare,33243,Libourne,75,33,0,1,0,0,0,2,0,0,0,1,0,0,0,1,1,2,0,1,0,0,0,0,2,0
332430106,Charrauds-Le-Pentey,33243,Libourne,75,33,2,0,0,0,1,2,1,1,0,0,6,0,2,0,1,3,1,2,1,0,1,2,0,0
332430107,Avenue-Foch-La-Ganne,33243,Libourne,75,33,0,0,1,0,2,3,0,0,0,0,1,0,0,0,2,0,0,2,1,0,1,0,1,0
332430108,Lamberte-Hopital,33243,Libourne,75,33,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0
332430109,La Plante,33243,Libourne,75,33,0,2,1,0,1,3,2,2,0,0,1,3,2,1,1,2,0,0,0,0,2,3,1,0
33243ZZZZ,Non localisé à l'iris,33243,Libourne,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
332490101,Cite Carriet 1,33249,Lormont,75,33,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
332490102,Cite Carriet 2-La Croix Rouge,33249,Lormont,75,33,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
332490103,Le Bourg-Le Vieux Bourg,33249,Lormont,75,33,0,1,0,0,2,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
332490104,Genicart 3,33249,Lormont,75,33,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
332490105,Genicart 2,33249,Lormont,75,33,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0
332490106,Residences des Hauts de Lormont,33249,Lormont,75,33,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
332490107,Genicart 1,33249,Lormont,75,33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332490108,Lissandre,33249,Lormont,75,33,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
332490109,Zup,33249,Lormont,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332490110,Z.i. Quatre Pavillons-La Gardette,33249,Lormont,75,33,1,1,1,0,2,3,1,1,0,0,20,1,7,0,3,3,0,2,3,5,1,5,0,0
33249ZZZZ,Non localisé à l'iris,33249,Lormont,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
332810101,Centre-Ville 1,33281,Mérignac,75,33,1,0,0,0,1,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,2,1,0
332810102,Centre-Ville 2,33281,Mérignac,75,33,0,0,0,0,0,0,1,0,0,1,1,0,2,0,1,0,0,0,0,1,0,0,0,0
332810103,Centre-Ville 3,33281,Mérignac,75,33,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0
332810104,Centre-Ville 4,33281,Mérignac,75,33,0,0,0,0,1,2,1,1,0,3,3,0,0,0,2,1,0,0,0,0,1,4,4,0
332810201,Capeyron 1,33281,Mérignac,75,33,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,1,0
332810202,Capeyron 2,33281,Mérignac,75,33,0,1,0,0,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
332810203,Capeyron 3,33281,Mérignac,75,33,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,3,1,0,0
332810301,Arlac 1,33281,Mérignac,75,33,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
332810302,Arlac 2,33281,Mérignac,75,33,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
332810401,CHEMIN-LONG et GARIES,33281,Mérignac,75,33,0,0,0,0,0,3,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0
332810402,Zone Commerciale (che. Long),33281,Mérignac,75,33,1,0,3,0,2,10,2,0,1,4,75,9,9,6,17,14,3,4,4,8,2,5,3,0
332810501,Le Jard,33281,Mérignac,75,33,0,1,0,0,2,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0
332810502,Bourran,33281,Mérignac,75,33,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332810601,Piquey,33281,Mérignac,75,33,0,2,1,0,1,2,0,0,0,0,0,1,1,0,23,1,0,0,0,0,2,0,1,0
332810701,Eyquems,33281,Mérignac,75,33,0,1,2,0,2,2,0,0,1,2,1,0,1,1,3,2,0,0,0,0,0,1,0,0
332810801,Les Pins,33281,Mérignac,75,33,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
332810901,La Foret,33281,Mérignac,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
332811002,Labatut 1,33281,Mérignac,75,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,1,0,1,0
332811003,Labatut 2,33281,Mérignac,75,33,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
332811101,La Glaciere,33281,Mérignac,75,33,0,1,0,0,0,0,0,1,0,1,2,0,0,1,2,0,0,0,1,1,1,1,2,0
332811201,Bourdillot,33281,Mérignac,75,33,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
332811301,Le Burck,33281,Mérignac,75,33,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
332811401,Beutre,33281,Mérignac,75,33,0,0,1,0,0,0,2,0,0,2,2,1,0,0,1,0,0,0,0,0,1,0,0,0
332811501,Marchegay,33281,Mérignac,75,33,0,0,0,0,1,3,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0
332811502,Zone Aeroportuaire,33281,Mérignac,75,33,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,1,0,0,0
332811503,Beaudesert,33281,Mérignac,75,33,0,0,2,0,1,1,0,0,0,1,1,4,0,0,5,3,0,2,1,0,1,0,1,0
332811504,Z.i du Phare,33281,Mérignac,75,33,0,0,0,0,0,1,1,0,0,1,0,0,0,2,11,3,1,5,0,0,0,0,3,0
33281ZZZZ,Non localisé à l'iris,33281,Mérignac,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
333180102,3 m,33318,Pessac,75,33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333180103,Madran,33318,Pessac,75,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333180104,Noes,33318,Pessac,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
333180105,Bellegrave,33318,Pessac,75,33,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0
333180106,Le Bourg,33318,Pessac,75,33,0,1,0,0,1,2,3,1,0,4,12,1,1,2,1,0,0,0,1,2,4,6,2,0
333180107,Les Echoppes,33318,Pessac,75,33,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
333180108,Le Monteil,33318,Pessac,75,33,0,0,0,1,1,3,0,0,0,2,2,1,0,0,1,1,0,1,1,0,0,0,0,0
333180109,l'Alouette,33318,Pessac,75,33,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0
333180110,France,33318,Pessac,75,33,0,1,0,0,0,4,2,1,1,1,5,0,0,0,0,0,0,0,1,0,0,1,1,0
333180111,Cap de Bos,33318,Pessac,75,33,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333180112,Cazalet,33318,Pessac,75,33,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
333180113,Camponac,33318,Pessac,75,33,0,1,0,0,0,1,1,0,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0
333180115,Sardine,33318,Pessac,75,33,0,0,0,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
333180116,Candau,33318,Pessac,75,33,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333180117,Fac Sciences-Droit,33318,Pessac,75,33,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333180118,Fac Lettres,33318,Pessac,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
333180119,Chataigneraie,33318,Pessac,75,33,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
333180120,Parc Industriel,33318,Pessac,75,33,1,1,0,0,0,4,0,0,0,6,23,0,4,1,3,1,0,0,4,3,2,5,4,0
333180121,Saige Sud,33318,Pessac,75,33,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
333180122,Saige Nord,33318,Pessac,75,33,0,1,0,0,0,2,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
333180123,Toctoucau,33318,Pessac,75,33,0,0,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0
333180124,Magonty,33318,Pessac,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33318ZZZZ,Non localisé à l'iris,33318,Pessac,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
333660101,Nord Ouest,33366,Saint-André-de-Cubzac,75,33,0,0,1,0,2,4,3,0,1,3,8,0,0,1,0,2,1,1,2,2,2,4,2,0
333660102,Sud,33366,Saint-André-de-Cubzac,75,33,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0
333660103,Nord Est,33366,Saint-André-de-Cubzac,75,33,1,3,3,0,0,1,0,1,0,1,7,0,2,1,2,2,1,1,1,2,3,3,2,0
33366ZZZZ,Non localisé à l'iris,33366,Saint-André-de-Cubzac,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
334490101,Zone Route du Porge,33449,Saint-Médard-en-Jalles,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334490102,Caupian-Sans Souci,33449,Saint-Médard-en-Jalles,75,33,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
334490103,Hastignan,33449,Saint-Médard-en-Jalles,75,33,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334490104,Hastignan-Picot,33449,Saint-Médard-en-Jalles,75,33,0,1,0,0,0,1,2,0,1,2,3,1,0,0,0,0,0,0,0,0,3,0,0,0
334490105,Centre Ville 1,33449,Saint-Médard-en-Jalles,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334490106,Centre Ville 2,33449,Saint-Médard-en-Jalles,75,33,0,1,0,0,1,6,1,0,1,1,11,2,2,1,0,2,0,0,0,1,3,7,3,0
334490107,Gajac,33449,Saint-Médard-en-Jalles,75,33,1,2,1,0,1,3,1,1,1,1,24,4,5,0,2,3,1,0,4,4,0,4,4,0
334490108,Corbiac 1,33449,Saint-Médard-en-Jalles,75,33,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
334490109,Corbiac 2,33449,Saint-Médard-en-Jalles,75,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
334490110,Zone d'Activite (snpe),33449,Saint-Médard-en-Jalles,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
334490112,Issac-Cerillan,33449,Saint-Médard-en-Jalles,75,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
334490113,Magudas,33449,Saint-Médard-en-Jalles,75,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33449ZZZZ,Non localisé à l'iris,33449,Saint-Médard-en-Jalles,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
335220101,Poste-Mairie,33522,Talence,75,33,0,2,0,0,1,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,3,1,0
335220102,La Fauvette,33522,Talence,75,33,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
335220103,Combattants-Bijou,33522,Talence,75,33,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335220104,Medoquine-Haut-Brion,33522,Talence,75,33,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
335220105,Cauderes,33522,Talence,75,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
335220106,E. Zola,33522,Talence,75,33,0,2,0,0,0,2,1,0,0,2,3,1,0,1,0,0,0,0,0,0,2,2,0,0
335220107,Saint-Genes,33522,Talence,75,33,0,0,0,0,3,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,1,1,0,0
335220108,Peylanne-Leysotte,33522,Talence,75,33,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
335220109,Plume-La-Poule,33522,Talence,75,33,1,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,2,0,1,1,1,0
335220110,Megret,33522,Talence,75,33,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
335220111,Lycee,33522,Talence,75,33,0,0,0,0,2,3,0,1,0,0,1,2,0,1,2,1,0,0,0,0,1,3,0,0
335220112,Thouars 2,33522,Talence,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
335220113,Thouars 1,33522,Talence,75,33,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33522ZZZZ,Non localisé à l'iris,33522,Talence,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
335290101,Aiguillon-Port,33529,La Teste-de-Buch,75,33,1,2,1,0,2,5,1,0,5,2,11,4,2,1,1,5,0,0,3,1,3,2,0,0
335290102,Bordes,33529,La Teste-de-Buch,75,33,1,0,3,0,0,1,0,0,0,2,13,4,2,1,2,2,1,2,4,1,3,1,2,0
335290103,Centre Ville,33529,La Teste-de-Buch,75,33,0,3,0,0,1,4,8,0,2,1,11,1,2,3,4,1,0,1,2,3,4,4,2,0
335290104,Jean de Graily,33529,La Teste-de-Buch,75,33,0,0,0,0,0,4,0,0,0,0,0,0,0,1,1,1,0,0,2,1,1,0,1,0
335290105,Saint-Exupery,33529,La Teste-de-Buch,75,33,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
335290106,La Migreque,33529,La Teste-de-Buch,75,33,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
335290107,Les Miquelots,33529,La Teste-de-Buch,75,33,0,0,2,0,0,4,1,0,1,2,8,3,1,1,5,5,0,4,1,0,4,1,2,0
335290201,Le PYLA,33529,La Teste-de-Buch,75,33,0,0,0,1,3,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
335290301,Cazaux,33529,La Teste-de-Buch,75,33,0,1,0,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
33529ZZZZ,Non localisé à l'iris,33529,La Teste-de-Buch,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5
335500101,Croix de Leysotte-Chanteloiseau-St Bris,33550,Villenave-d'Ornon,75,33,0,1,1,0,0,2,0,0,0,0,1,0,1,2,2,2,1,4,0,0,2,0,2,0
335500102,Petit Chambery-Brown,33550,Villenave-d'Ornon,75,33,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
335500103,Chambery,33550,Villenave-d'Ornon,75,33,0,2,0,0,0,3,1,1,1,1,1,0,0,0,1,0,0,1,0,0,3,1,1,0
335500104,Peyrehaut-Carbonnieux-Trigan,33550,Villenave-d'Ornon,75,33,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
335500105,Saint-Martin-Canteloup-Bourleaux,33550,Villenave-d'Ornon,75,33,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,0,0
335500106,Clemenceau-Pontac-Sallegourde-Pont Langon,33550,Villenave-d'Ornon,75,33,1,0,0,0,0,3,0,0,1,2,7,0,3,1,2,1,0,2,1,1,2,2,0,0
335500107,Hourcade-Geneste-Le Bourg-Courrejean,33550,Villenave-d'Ornon,75,33,0,0,1,0,1,2,1,0,0,0,3,2,1,2,1,1,0,0,0,0,0,0,0,0
335500108,La Monnaie-La Taille,33550,Villenave-d'Ornon,75,33,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
335500109,La He-Barret-Soors,33550,Villenave-d'Ornon,75,33,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
335500110,Bauge-Sarcignan-Versein,33550,Villenave-d'Ornon,75,33,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
33550ZZZZ,Non localisé à l'iris,33550,Villenave-d'Ornon,75,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
340030101,Vielle Ville-Pérou-Gare,34003,Agde,76,34,0,0,0,1,8,3,1,0,1,2,15,2,0,0,0,0,0,1,0,3,0,0,0,0
340030102,Mirabel,34003,Agde,76,34,0,1,0,1,2,8,3,0,0,0,6,1,3,1,0,2,0,2,2,2,4,1,1,0
340030103,Les Cayrets,34003,Agde,76,34,1,0,0,0,1,0,1,1,0,0,8,1,0,0,0,2,0,0,2,0,5,2,4,0
340030104,Coopérative,34003,Agde,76,34,0,0,0,0,1,1,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
340030106,Zone Industrielle,34003,Agde,76,34,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
340030108,Zone Agricole Nord,34003,Agde,76,34,0,1,0,1,0,2,2,0,0,0,3,2,0,1,1,2,1,1,0,0,2,0,1,0
340030109,Route de Sète,34003,Agde,76,34,1,2,2,0,0,2,0,0,0,3,10,2,3,1,0,3,0,1,1,1,0,5,1,0
340030110,Le Golf-Mont Saint-Loup,34003,Agde,76,34,0,1,0,0,0,3,1,0,1,1,6,0,0,0,0,3,0,0,1,0,0,1,0,0
340030201,Le Cap d'Agde,34003,Agde,76,34,0,1,0,5,21,27,8,0,6,11,116,9,14,1,1,24,0,1,2,5,1,3,2,0
340030301,Le Grau d'Agde,34003,Agde,76,34,0,1,1,2,4,7,2,0,3,2,7,1,4,1,2,5,0,1,0,2,0,0,0,0
34003ZZZZ,Non localisé à l'iris,34003,Agde,76,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
340320101,Jean Jaurès,34032,Béziers,76,34,0,0,0,2,1,7,0,0,1,5,60,1,11,0,3,1,0,0,7,6,2,7,0,0
340320102,Allées Paul Riquet,34032,Béziers,76,34,0,2,0,1,3,4,1,0,1,2,7,1,2,4,0,0,0,2,1,5,1,4,3,0
340320103,St-Jacques,34032,Béziers,76,34,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
340320104,St-Nazaire,34032,Béziers,76,34,0,0,0,0,1,1,1,0,1,0,4,0,1,0,1,0,0,0,0,0,2,0,0,0
340320105,Four à Chaux,34032,Béziers,76,34,0,0,0,1,7,6,8,0,2,6,7,3,3,2,2,2,0,0,0,4,2,4,1,0
340320201,Victor Hugo,34032,Béziers,76,34,0,0,0,0,4,4,7,0,0,2,3,1,0,1,0,0,0,0,1,0,1,0,0,0
340320202,Emile Zola,34032,Béziers,76,34,0,1,0,0,3,3,1,0,0,2,37,1,6,0,2,0,0,0,2,2,0,1,1,0
