CODGEO,LIBGEO,EMPL11_SEXE1_TP1,EMPL11_SEXE1_TP2,EMPL11_SEXE2_TP1,EMPL11_SEXE2_TP2,EMPL12_SEXE1_TP1,EMPL12_SEXE1_TP2,EMPL12_SEXE2_TP1,EMPL12_SEXE2_TP2,EMPL13_SEXE1_TP1,EMPL13_SEXE1_TP2,EMPL13_SEXE2_TP1,EMPL13_SEXE2_TP2,EMPL14_SEXE1_TP1,EMPL14_SEXE1_TP2,EMPL14_SEXE2_TP1,EMPL14_SEXE2_TP2,EMPL15_SEXE1_TP1,EMPL15_SEXE1_TP2,EMPL15_SEXE2_TP1,EMPL15_SEXE2_TP2,EMPL16_SEXE1_TP1,EMPL16_SEXE1_TP2,EMPL16_SEXE2_TP1,EMPL16_SEXE2_TP2,EMPL21_SEXE1_TP1,EMPL21_SEXE1_TP2,EMPL21_SEXE2_TP1,EMPL21_SEXE2_TP2,EMPL22_SEXE1_TP1,EMPL22_SEXE1_TP2,EMPL22_SEXE2_TP1,EMPL22_SEXE2_TP2,EMPL23_SEXE1_TP1,EMPL23_SEXE1_TP2,EMPL23_SEXE2_TP1,EMPL23_SEXE2_TP2,EMPLOI
01065,Buellas,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,44,0,25,37,24,5,5,0,48,0,0,0,0,0,0,0,212
01066,La Burbanche,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
01067,Ceignes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,28,0,17,0,4,0,0,0,8,0,4,0,0,0,0,0,71
01068,Cerdon,4,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,5,10,10,48,0,34,9,24,4,8,0,11,0,5,0,0,0,0,0,180
01069,Certines,0,4,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,4,9,0,249,0,67,20,8,0,4,5,5,6,0,0,0,0,0,0,404
01071,Cessy,18,5,0,0,8,0,0,0,0,0,0,0,0,0,0,0,14,9,13,23,227,4,175,41,33,13,18,13,44,0,13,0,0,0,0,0,671
01072,Ceyzériat,9,1,13,4,14,4,5,0,0,0,3,0,0,0,0,0,12,8,19,17,294,14,370,163,44,0,12,4,67,0,12,0,0,0,0,0,1089
01073,Ceyzérieu,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,34,0,21,17,17,0,4,0,12,0,4,0,0,0,0,0,130
01074,Chalamont,5,4,10,0,5,4,0,0,5,0,0,5,0,0,0,0,9,9,43,22,162,0,164,71,34,15,34,9,24,5,15,0,0,0,0,0,654
01075,Chaleins,4,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,228,0,62,40,54,10,20,0,25,0,0,0,0,0,5,0,470
01076,Chaley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,0,5,0,0,5,0,0,4,0,0,0,0,0,0,29
01077,Challes-la-Montagne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,0,14
01078,Challex,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,40,0,42,36,10,5,5,5,0,0,0,5,0,0,0,0,160
01079,Champagne-en-Valromey,0,0,5,0,0,0,0,0,0,5,5,0,0,0,0,0,25,0,47,0,49,10,111,58,25,0,5,5,25,0,6,0,0,0,0,0,382
01080,Champdor-Corcelles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,48,0,22,17,24,5,9,5,13,0,0,0,0,0,0,0,158
01081,Champfromier,6,0,1,0,24,3,12,5,0,0,0,4,3,0,0,0,8,0,6,13,210,0,134,17,15,5,10,0,5,0,0,0,0,0,0,0,481
01082,Chanay,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,32,9,68,56,16,0,0,0,0,0,0,0,0,0,0,0,201
01083,Chaneins,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,45,5,10,33,29,0,0,0,10,0,0,0,0,0,0,0,141
01084,Chanoz-Châtenay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,15,5,23,0,5,0,5,0,0,0,0,0,0,0,72
01085,La Chapelle-du-Châtelard,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,9,4,5,0,0,0,13,0,0,0,0,0,0,0,48
01087,Charix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,4,4,0,0,4,4,0,0,0,0,0,0,0,29
01088,Charnoz-sur-Ain,4,4,5,0,4,0,0,0,0,0,0,0,0,0,0,0,13,8,1,12,102,0,92,11,12,4,4,0,16,0,5,0,0,0,0,0,299
01089,Château-Gaillard,9,9,10,0,0,0,0,0,0,0,0,4,0,0,0,0,17,0,37,0,229,0,158,72,15,0,5,0,46,0,4,0,0,0,0,0,614
01090,Châtenay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,9,15,0,5,0,4,0,0,0,0,0,5,0,48
01091,Châtillon-en-Michaille,16,23,5,5,21,0,10,0,0,0,0,0,3,0,0,0,31,0,23,15,529,11,171,93,59,14,5,0,29,0,17,5,0,0,0,0,1082
